candidate,seed,domain,requested_budget_fraction,actual_budget_fraction,source_chars,bits_per_byte,nll_sum,source_bytes,tokens,token_nll
j-reversible-sp-unigram-32k,1,old_orthography,0.2,0.20018903333333332,13,2.254580049698888,60.947476387023926,39,7,8.706782341003418
j-reversible-sp-unigram-32k,1,technical,0.2,0.20018903333333332,34542,6.1633790101528465,234317.71952342987,54848,23549,9.95021952199371
j-reversible-sp-unigram-32k,1,unicode_edge,0.2,0.20018903333333332,70,10.96333544306796,1041.0910921096802,137,97,10.732897856800827
j-reversible-sp-unigram-32k,1,web_novel,0.2,0.20018903333333332,148523,2.3304973141056937,638041.8612642288,394980,70196,9.089433319052779
j-reversible-sp-unigram-32k,1,whitespace,0.2,0.20018903333333332,34,6.704515968766878,213.77195167541504,46,21,10.179616746448335
j-reversible-sp-unigram-32k,1,aa,0.5,0.5002318333333333,468245,1.8372662084532236,1659735.735007286,1303291,189974,8.736646778018498
j-reversible-sp-unigram-32k,1,aozora_kyu_kyu,0.5,0.5002318333333333,98589,2.165223118468437,425518.00764656067,283524,48030,8.85942135429025
j-reversible-sp-unigram-32k,1,aozora_shin_kyu,0.5,0.5002318333333333,363135,2.09150002909107,1521721.9095611572,1049668,174239,8.733532157330776
j-reversible-sp-unigram-32k,1,aozora_shin_shin,0.5,0.5002318333333333,500000,1.989433607236859,2005579.9140453339,1454404,226058,8.871970529887612
j-reversible-sp-unigram-32k,1,gyaru,0.5,0.5002318333333333,211,5.926646728311392,2247.0970430374146,547,227,9.89910591646438
j-reversible-sp-unigram-32k,1,historical_kana,0.5,0.5002318333333333,11,2.381520439490023,54.474557876586914,33,7,7.782079696655273
j-reversible-sp-unigram-32k,1,kakikudashi,0.5,0.5002318333333333,7344,3.7108892146983194,56670.542880535126,22032,6309,8.982492135129993
j-reversible-sp-unigram-32k,1,kanbun,0.5,0.5002318333333333,4292,5.089229137181667,45421.18224096298,12876,4675,9.715760907157858
j-reversible-sp-unigram-32k,1,old_orthography,0.5,0.5002318333333333,13,2.16596594474371,58.55199432373047,39,7,8.364570617675781
j-reversible-sp-unigram-32k,1,technical,0.5,0.5002318333333333,34542,5.730168951593861,217848.05364227295,54848,23549,9.250840954701811
j-reversible-sp-unigram-32k,1,unicode_edge,0.5,0.5002318333333333,70,10.499236614184612,997.019727230072,137,97,10.278553888969814
j-reversible-sp-unigram-32k,1,web_novel,0.5,0.5002318333333333,148523,2.304632516516329,630960.6157741547,394980,70196,8.988555128129162
j-reversible-sp-unigram-32k,1,whitespace,0.5,0.5002318333333333,34,6.015075836201488,191.78931140899658,46,21,9.132824352809362
